"unigram","bigram","trigram","quadgram","freq"
"often","difficult","match","arbitrary",13
"one","much","enjoying","summer",13
"one","swing","baby","one",13
"option","think","deal","one",13
"options","detroit","fiscal","crisis",13
"outdoors","lawn","wet","choose",13
"overtime","victory","la","cliipers",13
"oz","awesome","say","much",13
"p","wowim","weird","d",13
"page","popularity","thought","fb",13
"part","time","job","can",13
"party","destroying","death","star",13
"patriots","broncos","close","th",13
"people","might","just","get",13
"perfect","blend","fashion","virtual",13
"perfect","sense","say","better",13
"phone","answer","given","wait",13
"physical","may","much","health",13
"pissed","boy","told","im",13
"playing","ziggys","cattanooga","tn",13
"please","let","us","know",13
"plus","taxcall","today","take",13
"pm","ish","hope","see",13
"police","decide","leave","man",13
"popularity","thought","fb","voting",13
"possibility","considering","smoking","habits",13
"post","heard","abt","study",13
"prairie","closer","us","lol",13
"precision","getfit","digital","body",13
"preowned","items","burn","sage",13
"presence","will","appreciated","pm",13
"pretty","run","coke","find",13
"primary","goal","well","dump",13
"primary","goal","well","get",13
"priyanka","chopra","stands","every",13
"problem","interesting","post","heard",13
"program","say","effective","ouch",13
"psyched","trip","vegas","next",13
"public","airwaves","limited","spectrum",13
"pulled","million","dollar","fb",13
"purchasing","preowned","items","burn",13
"purpose","serve","u","nigg",13
"put","among","jock","straps",13
"question","change","first","name",13
"question","identifying","including","passion",13
"question","want","know","answer",13
"rapidshare","adopts","guilt","accusation",13
"rauf","lala","rishi","kapoor",13
"re","biz","page","popularity",13
"reading","diiz","just","wanna",13
"ready","live","tweets","mtlcommute",13
"real","possibility","considering","smoking",13
"really","hope","see","nxt",13
"really","trying","get","published",13
"really","want","see","friggin",13
"receiving","love","primary","goal",13
"recently","discovered","bitches","fact",13
"red","headed","best","friend",13
"reggie","bibby","scrub","heat",13
"register","first","time","attending",13
"regulations","apply","fcc","guts",13
"relationships","get","closer","aim",13
"relocated","fizzy","drinks","put",13
"remodel","done","soon","pretty",13
"retweet","fauzan","charlie","z",13
"reveal","witness","world","divorce",13
"revenge","makes","breaks","many",13
"rice","commencement","will","great",13
"ricky","got","bigger","applause",13
"riders","purpose","serve","u",13
"right","babymama","right","forever",13
"rishi","kapoor","journey","revenge",13
"roasted","herbed","chicken","yum",13
"rt","ff","hottest","blonde",13
"rt","gm","pulled","million",13
"rt","rt","gm","pulled",13
"rt","yea","yea","yea",13
"rules","regulations","apply","fcc",13
"run","coke","find","relocated",13
"rushed","feet","forseeable","future",13
"s","public","airwaves","limited",13
"sad","news","hearing","true",13
"sage","claim","items","clear",13
"said","like","band","youll",13
"salads","roasted","herbed","chicken",13
"san","franciscos","tartine","bread",13
"saptrainrace","great","work","developers",13
"savannah","best","great","time",13
"say","beauriful","matter","people",13
"say","better","get","remodel",13
"say","much","says","important",13
"says","police","leave","alone",13
"school","n","today","day",13
"scientists","recently","discovered","bitches",13
"second","trip","finally","located",13
"section","yeah","makes","perfect",13
"see","everything","need","need",13
"see","going","completely","rushed",13
"see","gonna","lineup","tonight",13
"seeing","sun","prairie","closer",13
"seem","less","attentive","marry",13
"seems","coming","backtrue","tolerated",13
"seems","wane","receiving","love",13
"seen","times","awesome","going",13
"seeold","enough","know","better",13
"sense","say","better","get",13
"serve","u","nigg","faker",13
"several","supervisors","via","phone",13
"shit","waiting","nba","shit",13
"shuffled","hustle","ii","soundtrack",13
"shui","antiques","carry","energy",13
"shut","club","hey","heard",13
"side","strong","now","may",13
"since","finished","levels","ten",13
"slave","labour","opticians","dungeon",13
"sleep","sighs","rolls","bed",13
"smilin","u","took","l",13
"smoked","turkey","thighs","rt",13
"smoking","habits","throat","cancer",13
"sneeze","cough","cough","blow",13
"snow","leapord","lost","plugins",13
"someone","told","agent","really",13
"song","cycle","october","th",13
"songs","said","like","band",13
"soo","sad","news","hearing",13
"soon","happiness","seems","wane",13
"soon","new","song","cycle",13
"soon","pretty","run","coke",13
"soon","seem","less","attentive",13
"sounds","just","like","albums",13
"sounds","like","go","lot",13
"spectrum","free","speech","within",13
"speech","within","fcc","rules",13
"spoken","banking","center","manager",13
"spouse","soon","seem","less",13
"spv","sounds","just","like",13
"standardized","test","morrow","ewok",13
"standoff","edina","mpls","police",13
"stands","every","moment","life",13
"star","got","big","standardized",13
"still","listening","naked","brothers",13
"stolen","us","ya","haha",13
"straps","mouthguards","target","addiction",13
"streak","nba","history","overtime",13
"stretches","like","cat","never",13
"strong","nothing","compared","coke",13
"strong","now","may","overpowering",13
"submissions","genres","shuffled","hustle",13
"substantial","hq","pm","ish",13
"sun","prairie","closer","us",13
"supervisors","via","phone","answer",13
"support","best","friend","kaali",13
"supportcustody","case","usually","begins",13
"swing","baby","one","swing",13
"taken","latest","molly","hatchett",13
"taken","wings","city","gang",13
"takes","back","mandwa","life",13
"tampa","bay","needs","san",13
"target","addiction","might","strong",13
"target","french","addiction","goes",13
"target","time","went","back",13
"tartine","bread","bar","tartine",13
"tartine","warm","grilled","bread",13
"taxcall","today","take","full",13
"tells","best","stories","ever",13
"ten","years","ago","dont",13
"test","morrow","ewok","kids",13
"texas","family","law","tip",13
"tha","carter","tha","carter",13
"thanks","mayor","bill","cervenik",13
"thanks","melissa","right","back",13
"thanks","much","follow","please",13
"thanks","retweet","fauzan","charlie",13
"thanks","todd","hope","well",13
"thighs","rt","yea","yea",13
"thought","fb","voting","fatigue",13
"thought","laughed","duh","think",13
"thought","throat","cancer","real",13
"three","options","detroit","fiscal",13
"throat","cancer","best","option",13
"throat","cancer","real","possibility",13
"thx","maybe","expectations","just",13
"ticket","dads","hard","shop",13
"til","now","yayyoure","dating",13
"time","attending","grant","beneath",13
"time","job","can","call",13
"time","went","back","second",13
"times","awesome","going","sunday",13
"tine","vs","target","french",13
"tip","day","child","supportcustody",13
"tn","june","th","come",13
"today","day","one","much",13
"today","register","first","time",13
"today","take","full","advantage",13
"todd","hope","well","amigo",13
"told","agent","really","trying",13
"told","im","ugly","im",13
"tonight","first","beer","code",13
"took","l","pacers","miami",13
"trending","almost","twits","positive",13
"tried","work","figure","sure",13
"trip","finally","located","ginormous",13
"trip","vegas","next","week",13
"true","really","hope","see",13
"trust","jimmy","seeing","sun",13
"try","apush","exam","phones",13
"try","get","insulin","result",13
"trying","get","published","ideas",13
"turkey","thighs","rt","yea",13
"tweet","beautiful","fiery","red",13
"tweet","please","luv","u",13
"tweeted","til","now","yayyoure",13
"twits","positive","constructive","messages",13
"u","know","clap","yr",13
"u","nigg","faker","april",13
"u","smilin","u","took",13
"u","took","l","pacers",13
"unable","find","coke","people",13
"upset","ricky","got","bigger",13
"us","know","can","help",13
"usually","begins","county","child",13
"vegas","next","week","gonna",13
"via","phone","answer","given",13
"victory","la","cliipers","fri",13
"vijay","finds","support","best",13
"vijay","taken","wings","city",13
"virutal","museum","perfect","blend",13
"voting","fatigue","seems","coming",13
"vs","target","french","addiction",13
"wakes","stretches","like","cat",13
"wane","receiving","love","primary",13
"wanna","say","beauriful","matter",13
"wanna","shut","club","hey",13
"want","know","answer","truth",13
"want","see","friggin","mouse",13
"want","serious","laser","tag",13
"warm","grilled","bread","big",13
"week","gonna","give","medsonix",13
"well","dump","spouse","soon",13
"well","get","divorce","soon",13
"went","back","second","trip",13
"wet","choose","appropriate","footwear",13
"will","accepting","music","submissions",13
"will","appreciated","pm","till",13
"will","outdoors","lawn","wet",13
"will","playing","ziggys","cattanooga",13
"will","soo","sad","news",13
"will","try","apush","exam",13
"win","eatsmart","precision","getfit",13
"wings","city","gang","lord",13
"within","fcc","rules","regulations",13
"witness","world","divorce","makes",13
"work","school","n","today",13
"world","divorce","makes","sense",13
"worldwide","trending","almost","twits",13
"yard","field","goal","kick",13
"yea","get","idea","now",13
"yea","yea","get","idea",13
"yea","yea","yea","get",13
"yeah","good","way","start",13
"yeah","makes","perfect","sense",13
"yeah","rice","commencement","will",13
